encoder,layer,query_program,target_program,map,n_queries
MERT-v1-95M,5,48,0,0.2400442212820053,676
MERT-v1-95M,5,48,48,0.06356564164161682,4
MERT-v1-95M,5,48,56,0.5262234807014465,18
MERT-v1-95M,5,48,60,0.3701538145542145,264
MERT-v1-95M,5,48,73,0.4271673858165741,82
MERT-v1-95M,5,56,0,0.11978457868099213,16
MERT-v1-95M,5,56,48,0.13234330713748932,16
MERT-v1-95M,5,56,56,0.0,0
MERT-v1-95M,5,56,60,0.2053292989730835,16
MERT-v1-95M,5,56,73,0.3166009187698364,16
MERT-v1-95M,5,60,0,0.14226029813289642,262
MERT-v1-95M,5,60,48,0.2238120436668396,262
MERT-v1-95M,5,60,56,0.6254340410232544,16
MERT-v1-95M,5,60,60,0.0,0
MERT-v1-95M,5,60,73,0.3943571150302887,80
MERT-v1-95M,5,73,0,0.15537351369857788,80
MERT-v1-95M,5,73,48,0.15737184882164001,80
MERT-v1-95M,5,73,56,0.5572048425674438,16
MERT-v1-95M,5,73,60,0.25750863552093506,80
MERT-v1-95M,5,73,73,0.0,0
MERT-v1-95M,6,-1,-1,0.013923987746238708,1714
MERT-v1-95M,6,0,0,0.13728667795658112,12
MERT-v1-95M,6,0,48,0.22837230563163757,680
MERT-v1-95M,6,0,56,0.6195075511932373,22
MERT-v1-95M,6,0,60,0.3095851242542267,268
MERT-v1-95M,6,0,73,0.45438504219055176,86
MERT-v1-95M,6,48,0,0.21920141577720642,676
MERT-v1-95M,6,48,48,0.08317722380161285,4
MERT-v1-95M,6,48,56,0.5121142268180847,18
MERT-v1-95M,6,48,60,0.36607441306114197,264
MERT-v1-95M,6,48,73,0.3952741324901581,82
MERT-v1-95M,6,56,0,0.11286864429712296,16
MERT-v1-95M,6,56,48,0.11372769623994827,16
MERT-v1-95M,6,56,56,0.0,0
MERT-v1-95M,6,56,60,0.2564793825149536,16
MERT-v1-95M,6,56,73,0.30473998188972473,16
MERT-v1-95M,6,60,0,0.14810021221637726,262
MERT-v1-95M,6,60,48,0.22667144238948822,262
MERT-v1-95M,6,60,56,0.6976562142372131,16
MERT-v1-95M,6,60,60,0.0,0
MERT-v1-95M,6,60,73,0.40775066614151,80
MERT-v1-95M,6,73,0,0.1552841067314148,80
MERT-v1-95M,6,73,48,0.1580110788345337,80
MERT-v1-95M,6,73,56,0.5791542530059814,16
MERT-v1-95M,6,73,60,0.29575473070144653,80
MERT-v1-95M,6,73,73,0.0,0
MERT-v1-95M,7,-1,-1,0.015557751059532166,1714
MERT-v1-95M,7,0,0,0.14407853782176971,12
MERT-v1-95M,7,0,48,0.22209379076957703,680
MERT-v1-95M,7,0,56,0.5936480164527893,22
MERT-v1-95M,7,0,60,0.28976425528526306,268
MERT-v1-95M,7,0,73,0.4521064758300781,86
MERT-v1-95M,7,48,0,0.23167046904563904,676
MERT-v1-95M,7,48,48,0.0811370462179184,4
MERT-v1-95M,7,48,56,0.5689283609390259,18
MERT-v1-95M,7,48,60,0.38079550862312317,264
MERT-v1-95M,7,48,73,0.3963959813117981,82
MERT-v1-95M,7,56,0,0.13177934288978577,16
MERT-v1-95M,7,56,48,0.14352698624134064,16
MERT-v1-95M,7,56,56,0.0,0
MERT-v1-95M,7,56,60,0.26339006423950195,16
MERT-v1-95M,7,56,73,0.36359158158302307,16
MERT-v1-95M,7,60,0,0.1544482409954071,262
MERT-v1-95M,7,60,48,0.2421523779630661,262
MERT-v1-95M,7,60,56,0.6895833015441895,16
MERT-v1-95M,7,60,60,0.0,0
MERT-v1-95M,7,60,73,0.3849140703678131,80
MERT-v1-95M,7,73,0,0.14588116109371185,80
MERT-v1-95M,7,73,48,0.15183523297309875,80
MERT-v1-95M,7,73,56,0.5614458918571472,16
MERT-v1-95M,7,73,60,0.25918149948120117,80
MERT-v1-95M,7,73,73,0.0,0
MERT-v1-95M,8,-1,-1,0.01612599939107895,1714
MERT-v1-95M,8,0,0,0.1389997899532318,12
MERT-v1-95M,8,0,48,0.2158658653497696,680
MERT-v1-95M,8,0,56,0.6385281085968018,22
MERT-v1-95M,8,0,60,0.28695958852767944,268
MERT-v1-95M,8,0,73,0.42579397559165955,86
MERT-v1-95M,8,48,0,0.2395826280117035,676
MERT-v1-95M,8,48,48,0.07327058911323547,4
MERT-v1-95M,8,48,56,0.5876783728599548,18
MERT-v1-95M,8,48,60,0.36855632066726685,264
MERT-v1-95M,8,48,73,0.4028312861919403,82
MERT-v1-95M,8,56,0,0.12939845025539398,16
MERT-v1-95M,8,56,48,0.13166239857673645,16
MERT-v1-95M,8,56,56,0.0,0
MERT-v1-95M,8,56,60,0.27066493034362793,16
MERT-v1-95M,8,56,73,0.34639596939086914,16
MERT-v1-95M,8,60,0,0.1435236930847168,262
MERT-v1-95M,8,60,48,0.21524173021316528,262
MERT-v1-95M,8,60,56,0.7291666865348816,16
MERT-v1-95M,8,60,60,0.0,0
MERT-v1-95M,8,60,73,0.3749701678752899,80
MERT-v1-95M,8,73,0,0.15914621949195862,80
MERT-v1-95M,8,73,48,0.14749601483345032,80
MERT-v1-95M,8,73,56,0.5652778148651123,16
MERT-v1-95M,8,73,60,0.264165461063385,80
MERT-v1-95M,8,73,73,0.0,0
MERT-v1-95M,9,-1,-1,0.0179422739893198,1714
MERT-v1-95M,9,0,0,0.1375974863767624,12
MERT-v1-95M,9,0,48,0.23825041949748993,680
MERT-v1-95M,9,0,56,0.574999988079071,22
MERT-v1-95M,9,0,60,0.28955742716789246,268
MERT-v1-95M,9,0,73,0.4277057349681854,86
MERT-v1-95M,9,48,0,0.24366602301597595,676
MERT-v1-95M,9,48,48,0.07331518828868866,4
MERT-v1-95M,9,48,56,0.5525352358818054,18
MERT-v1-95M,9,48,60,0.3887616693973541,264
MERT-v1-95M,9,48,73,0.39200228452682495,82
MERT-v1-95M,9,56,0,0.11137477308511734,16
MERT-v1-95M,9,56,48,0.11310473084449768,16
MERT-v1-95M,9,56,56,0.0,0
MERT-v1-95M,9,56,60,0.23239852488040924,16
MERT-v1-95M,9,56,73,0.38182318210601807,16
MERT-v1-95M,9,60,0,0.13969258964061737,262
MERT-v1-95M,9,60,48,0.214553102850914,262
MERT-v1-95M,9,60,56,0.731249988079071,16
MERT-v1-95M,9,60,60,0.0,0
MERT-v1-95M,9,60,73,0.33965858817100525,80
MERT-v1-95M,9,73,0,0.13128581643104553,80
MERT-v1-95M,9,73,48,0.1282486468553543,80
MERT-v1-95M,9,73,56,0.5392361283302307,16
MERT-v1-95M,9,73,60,0.26565343141555786,80
MERT-v1-95M,9,73,73,0.0,0
MERT-v1-95M,10,-1,-1,0.023033015429973602,1714
MERT-v1-95M,10,0,0,0.13464973866939545,12
MERT-v1-95M,10,0,48,0.255243718624115,680
MERT-v1-95M,10,0,56,0.5436146855354309,22
MERT-v1-95M,10,0,60,0.2905982434749603,268
MERT-v1-95M,10,0,73,0.4315144717693329,86
MERT-v1-95M,10,48,0,0.25838208198547363,676
MERT-v1-95M,10,48,48,0.10237155854701996,4
MERT-v1-95M,10,48,56,0.5550504922866821,18
MERT-v1-95M,10,48,60,0.36628463864326477,264
MERT-v1-95M,10,48,73,0.40388187766075134,82
MERT-v1-95M,10,56,0,0.11926429718732834,16
MERT-v1-95M,10,56,48,0.05973043292760849,16
MERT-v1-95M,10,56,56,0.0,0
MERT-v1-95M,10,56,60,0.22099781036376953,16
MERT-v1-95M,10,56,73,0.37527137994766235,16
MERT-v1-95M,10,60,0,0.11457903683185577,262
MERT-v1-95M,10,60,48,0.1951133906841278,262
MERT-v1-95M,10,60,56,0.7038194537162781,16
MERT-v1-95M,10,60,60,0.0,0
MERT-v1-95M,10,60,73,0.39649105072021484,80
MERT-v1-95M,10,73,0,0.1317424476146698,80
MERT-v1-95M,10,73,48,0.1291617453098297,80
MERT-v1-95M,10,73,56,0.5465278029441833,16
MERT-v1-95M,10,73,60,0.29903095960617065,80
MERT-v1-95M,10,73,73,0.0,0
MERT-v1-95M,11,-1,-1,0.028110191226005554,1714
MERT-v1-95M,11,0,0,0.1276025027036667,12
MERT-v1-95M,11,0,48,0.2672388255596161,680
MERT-v1-95M,11,0,56,0.5460227131843567,22
MERT-v1-95M,11,0,60,0.29403576254844666,268
MERT-v1-95M,11,0,73,0.43730634450912476,86
MERT-v1-95M,11,48,0,0.293174147605896,676
MERT-v1-95M,11,48,48,0.10020861774682999,4
MERT-v1-95M,11,48,56,0.5983374714851379,18
MERT-v1-95M,11,48,60,0.3873542547225952,264
MERT-v1-95M,11,48,73,0.4019419550895691,82
MERT-v1-95M,11,56,0,0.07706912606954575,16
MERT-v1-95M,11,56,48,0.046187251806259155,16
MERT-v1-95M,11,56,56,0.0,0
MERT-v1-95M,11,56,60,0.2746068239212036,16
MERT-v1-95M,11,56,73,0.2916364371776581,16
MERT-v1-95M,11,60,0,0.1054210513830185,262
MERT-v1-95M,11,60,48,0.17459353804588318,262
MERT-v1-95M,11,60,56,0.729600727558136,16
MERT-v1-95M,11,60,60,0.0,0
MERT-v1-95M,11,60,73,0.39021140336990356,80
MERT-v1-95M,11,73,0,0.134333074092865,80
MERT-v1-95M,11,73,48,0.1339559555053711,80
MERT-v1-95M,11,73,56,0.46953126788139343,16
MERT-v1-95M,11,73,60,0.30236440896987915,80
MERT-v1-95M,11,73,73,0.0,0
MERT-v1-95M,12,-1,-1,0.038208410143852234,1714
MERT-v1-95M,12,0,0,0.10804742574691772,12
MERT-v1-95M,12,0,48,0.28163719177246094,680
MERT-v1-95M,12,0,56,0.5958333015441895,22
MERT-v1-95M,12,0,60,0.27821001410484314,268
MERT-v1-95M,12,0,73,0.42032068967819214,86
MERT-v1-95M,12,48,0,0.2634332776069641,676
MERT-v1-95M,12,48,48,0.09535449743270874,4
MERT-v1-95M,12,48,56,0.6053571701049805,18
MERT-v1-95M,12,48,60,0.36774152517318726,264
MERT-v1-95M,12,48,73,0.38195115327835083,82
MERT-v1-95M,12,56,0,0.05548395216464996,16
MERT-v1-95M,12,56,48,0.06188402324914932,16
MERT-v1-95M,12,56,56,0.0,0
MERT-v1-95M,12,56,60,0.23817101120948792,16
MERT-v1-95M,12,56,73,0.18845394253730774,16
MERT-v1-95M,12,60,0,0.07564883679151535,262
MERT-v1-95M,12,60,48,0.13687323033809662,262
MERT-v1-95M,12,60,56,0.6719478368759155,16
MERT-v1-95M,12,60,60,0.0,0
MERT-v1-95M,12,60,73,0.30175113677978516,80
MERT-v1-95M,12,73,0,0.11195485293865204,80
MERT-v1-95M,12,73,48,0.12233154475688934,80
MERT-v1-95M,12,73,56,0.5325854420661926,16
MERT-v1-95M,12,73,60,0.29002681374549866,80
MERT-v1-95M,12,73,73,0.0,0
MuQ,0,-1,-1,0.00764844473451376,1714
MuQ,0,0,0,0.14885400235652924,12
MuQ,0,0,48,0.049119871109724045,680
MuQ,0,0,56,0.5315268039703369,22
MuQ,0,0,60,0.12675905227661133,268
MuQ,0,0,73,0.37882062792778015,86
MuQ,0,48,0,0.23506417870521545,676
MuQ,0,48,48,0.09490232169628143,4
MuQ,0,48,56,0.6463293433189392,18
MuQ,0,48,60,0.4350135624408722,264
MuQ,0,48,73,0.5158326029777527,82
MuQ,0,56,0,0.10383471101522446,16
MuQ,0,56,48,0.03226085379719734,16
MuQ,0,56,56,0.0,0
MuQ,0,56,60,0.12083107978105545,16
MuQ,0,56,73,0.393006294965744,16
MuQ,0,60,0,0.19522613286972046,262
MuQ,0,60,48,0.16484256088733673,262
MuQ,0,60,56,0.5631410479545593,16
MuQ,0,60,60,0.0,0
MuQ,0,60,73,0.4935174882411957,80
MuQ,0,73,0,0.09984000027179718,80
MuQ,0,73,48,0.059969425201416016,80
MuQ,0,73,56,0.5518585443496704,16
MuQ,0,73,60,0.19594812393188477,80
MuQ,0,73,73,0.0,0
MuQ,1,-1,-1,0.01070963591337204,1714
MuQ,1,0,0,0.1261969357728958,12
MuQ,1,0,48,0.10810042917728424,680
MuQ,1,0,56,0.5141775012016296,22
MuQ,1,0,60,0.23712266981601715,268
MuQ,1,0,73,0.4279862642288208,86
MuQ,1,48,0,0.35469377040863037,676
MuQ,1,48,48,0.1121031790971756,4
MuQ,1,48,56,0.632440447807312,18
MuQ,1,48,60,0.48146340250968933,264
MuQ,1,48,73,0.5375376343727112,82
MuQ,1,56,0,0.16583500802516937,16
MuQ,1,56,48,0.07339684665203094,16
MuQ,1,56,56,0.0,0
MuQ,1,56,60,0.13141800463199615,16
MuQ,1,56,73,0.40709471702575684,16
MuQ,1,60,0,0.29018405079841614,262
MuQ,1,60,48,0.2908262610435486,262
MuQ,1,60,56,0.5771576762199402,16
MuQ,1,60,60,0.0,0
MuQ,1,60,73,0.547308623790741,80
MuQ,1,73,0,0.136138454079628,80
MuQ,1,73,48,0.120526984333992,80
MuQ,1,73,56,0.5998124480247498,16
MuQ,1,73,60,0.3078782260417938,80
MuQ,1,73,73,0.0,0
MuQ,2,-1,-1,0.011419794522225857,1714
MuQ,2,0,0,0.12332657724618912,12
MuQ,2,0,48,0.17876151204109192,680
MuQ,2,0,56,0.5695138573646545,22
MuQ,2,0,60,0.3279430866241455,268
MuQ,2,0,73,0.44691985845565796,86
MuQ,2,48,0,0.3849237561225891,676
MuQ,2,48,48,0.126253142952919,4
MuQ,2,48,56,0.5910789966583252,18
MuQ,2,48,60,0.48953166604042053,264
MuQ,2,48,73,0.5578241348266602,82
MuQ,2,56,0,0.22448192536830902,16
MuQ,2,56,48,0.08258894830942154,16
MuQ,2,56,56,0.0,0
MuQ,2,56,60,0.1416541039943695,16
MuQ,2,56,73,0.40279877185821533,16
MuQ,2,60,0,0.2932279706001282,262
MuQ,2,60,48,0.3273294270038605,262
MuQ,2,60,56,0.5997395515441895,16
MuQ,2,60,60,0.0,0
MuQ,2,60,73,0.576095700263977,80
MuQ,2,73,0,0.1603131741285324,80
MuQ,2,73,48,0.16432197391986847,80
MuQ,2,73,56,0.6502131223678589,16
MuQ,2,73,60,0.3375965356826782,80
MuQ,2,73,73,0.0,0
MuQ,3,-1,-1,0.012096559628844261,1714
MuQ,3,0,0,0.12848754227161407,12
MuQ,3,0,48,0.22550857067108154,680
MuQ,3,0,56,0.5110390186309814,22
MuQ,3,0,60,0.3535477817058563,268
MuQ,3,0,73,0.4075586199760437,86
MuQ,3,48,0,0.3757801055908203,676
MuQ,3,48,48,0.14120371639728546,4
MuQ,3,48,56,0.6057449579238892,18
MuQ,3,48,60,0.4817221760749817,264
MuQ,3,48,73,0.5553808212280273,82
MuQ,3,56,0,0.22249360382556915,16
MuQ,3,56,48,0.0758790522813797,16
MuQ,3,56,56,0.0,0
MuQ,3,56,60,0.15998616814613342,16
MuQ,3,56,73,0.37643757462501526,16
MuQ,3,60,0,0.3022550642490387,262
MuQ,3,60,48,0.3184413015842438,262
MuQ,3,60,56,0.6013765335083008,16
MuQ,3,60,60,0.0,0
MuQ,3,60,73,0.5679963231086731,80
MuQ,3,73,0,0.15645578503608704,80
MuQ,3,73,48,0.17894703149795532,80
MuQ,3,73,56,0.6643500328063965,16
MuQ,3,73,60,0.3502834439277649,80
MuQ,3,73,73,0.0,0
MuQ,4,-1,-1,0.01533755473792553,1714
MuQ,4,0,0,0.12259937077760696,12
MuQ,4,0,48,0.26467573642730713,680
MuQ,4,0,56,0.6465909481048584,22
MuQ,4,0,60,0.3898526430130005,268
MuQ,4,0,73,0.4732000529766083,86
MuQ,4,48,0,0.37552666664123535,676
MuQ,4,48,48,0.14723390340805054,4
MuQ,4,48,56,0.6048610806465149,18
MuQ,4,48,60,0.48182162642478943,264
MuQ,4,48,73,0.5752000212669373,82
MuQ,4,56,0,0.2680967450141907,16
MuQ,4,56,48,0.06548058241605759,16
MuQ,4,56,56,0.0,0
MuQ,4,56,60,0.17962104082107544,16
MuQ,4,56,73,0.4209287166595459,16
MuQ,4,60,0,0.3038124740123749,262
MuQ,4,60,48,0.34112945199012756,262
MuQ,4,60,56,0.6729166507720947,16
MuQ,4,60,60,0.0,0
MuQ,4,60,73,0.6280364990234375,80
MuQ,4,73,0,0.1696065217256546,80
MuQ,4,73,48,0.18328282237052917,80
MuQ,4,73,56,0.6539332866668701,16
MuQ,4,73,60,0.39969566464424133,80
MuQ,4,73,73,0.0,0
MuQ,5,-1,-1,0.016937516629695892,1714
MuQ,5,0,0,0.12703533470630646,12
MuQ,5,0,48,0.26994577050209045,680
MuQ,5,0,56,0.6053030490875244,22
MuQ,5,0,60,0.4102661609649658,268
MuQ,5,0,73,0.4793298840522766,86
MuQ,5,48,0,0.3780224323272705,676
MuQ,5,48,48,0.1525900959968567,4
MuQ,5,48,56,0.5738425850868225,18
MuQ,5,48,60,0.489932656288147,264
MuQ,5,48,73,0.5729373097419739,82
MuQ,5,56,0,0.24743615090847015,16
MuQ,5,56,48,0.057580508291721344,16
MuQ,5,56,56,0.0,0
MuQ,5,56,60,0.18969011306762695,16
MuQ,5,56,73,0.3915875256061554,16
MuQ,5,60,0,0.32163006067276,262
MuQ,5,60,48,0.3382686972618103,262
MuQ,5,60,56,0.6468749642372131,16
MuQ,5,60,60,0.0,0
MuQ,5,60,73,0.6203625798225403,80
MuQ,5,73,0,0.17235401272773743,80
MuQ,5,73,48,0.18591651320457458,80
MuQ,5,73,56,0.64453125,16
MuQ,5,73,60,0.4006568491458893,80
MuQ,5,73,73,0.0,0
MuQ,6,-1,-1,0.01995924860239029,1714
MuQ,6,0,0,0.13374151289463043,12
MuQ,6,0,48,0.306194931268692,680
MuQ,6,0,56,0.6381223201751709,22
MuQ,6,0,60,0.4423435926437378,268
MuQ,6,0,73,0.5178555250167847,86
MuQ,6,48,0,0.391376256942749,676
MuQ,6,48,48,0.1299171894788742,4
MuQ,6,48,56,0.5891203880310059,18
MuQ,6,48,60,0.5023177266120911,264
MuQ,6,48,73,0.5913711786270142,82
MuQ,6,56,0,0.31982558965682983,16
MuQ,6,56,48,0.06850211322307587,16
MuQ,6,56,56,0.0,0
MuQ,6,56,60,0.20804481208324432,16
MuQ,6,56,73,0.42218610644340515,16
MuQ,6,60,0,0.3428051173686981,262
MuQ,6,60,48,0.35306087136268616,262
MuQ,6,60,56,0.6747395992279053,16
MuQ,6,60,60,0.0,0
MuQ,6,60,73,0.6163505911827087,80
MuQ,6,73,0,0.18171533942222595,80
MuQ,6,73,48,0.19219492375850677,80
MuQ,6,73,56,0.6679214239120483,16
MuQ,6,73,60,0.41414985060691833,80
MuQ,6,73,73,0.0,0
MuQ,7,-1,-1,0.03513193130493164,1714
MuQ,7,0,0,0.14720703661441803,12
MuQ,7,0,48,0.390862375497818,680
MuQ,7,0,56,0.798701286315918,22
MuQ,7,0,60,0.5414907932281494,268
MuQ,7,0,73,0.5954474210739136,86
MuQ,7,48,0,0.44394218921661377,676
MuQ,7,48,48,0.12786172330379486,4
MuQ,7,48,56,0.6768518090248108,18
MuQ,7,48,60,0.548886775970459,264
MuQ,7,48,73,0.6456385254859924,82
MuQ,7,56,0,0.35557931661605835,16
MuQ,7,56,48,0.14708168804645538,16
MuQ,7,56,56,0.0,0
MuQ,7,56,60,0.27004289627075195,16
MuQ,7,56,73,0.5081974864006042,16
MuQ,7,60,0,0.4021807312965393,262
MuQ,7,60,48,0.38502824306488037,262
MuQ,7,60,56,0.7333333492279053,16
MuQ,7,60,60,0.0,0
MuQ,7,60,73,0.6908776164054871,80
MuQ,7,73,0,0.2591961920261383,80
MuQ,7,73,48,0.25152498483657837,80
MuQ,7,73,56,0.72265625,16
MuQ,7,73,60,0.4889647960662842,80
MuQ,7,73,73,0.0,0
MuQ,8,-1,-1,0.040943559259176254,1714
MuQ,8,0,0,0.14126338064670563,12
MuQ,8,0,48,0.4316130578517914,680
MuQ,8,0,56,0.743686854839325,22
MuQ,8,0,60,0.5649723410606384,268
MuQ,8,0,73,0.5877740979194641,86
MuQ,8,48,0,0.45553168654441833,676
MuQ,8,48,48,0.14642857015132904,4
MuQ,8,48,56,0.6755697727203369,18
MuQ,8,48,60,0.5544905066490173,264
MuQ,8,48,73,0.6343135833740234,82
MuQ,8,56,0,0.34275227785110474,16
MuQ,8,56,48,0.1393793374300003,16
MuQ,8,56,56,0.0,0
MuQ,8,56,60,0.2673994302749634,16
MuQ,8,56,73,0.49471157789230347,16
MuQ,8,60,0,0.40321531891822815,262
MuQ,8,60,48,0.3900066614151001,262
MuQ,8,60,56,0.7284226417541504,16
MuQ,8,60,60,0.0,0
MuQ,8,60,73,0.6781178712844849,80
MuQ,8,73,0,0.2734510600566864,80
MuQ,8,73,48,0.2445647269487381,80
MuQ,8,73,56,0.7124999761581421,16
MuQ,8,73,60,0.49638229608535767,80
MuQ,8,73,73,0.0,0
MuQ,9,-1,-1,0.04487099125981331,1714
MuQ,9,0,0,0.13095997273921967,12
MuQ,9,0,48,0.4175393581390381,680
MuQ,9,0,56,0.7075757384300232,22
MuQ,9,0,60,0.5359761714935303,268
MuQ,9,0,73,0.5718206167221069,86
MuQ,9,48,0,0.4442218244075775,676
MuQ,9,48,48,0.14821428060531616,4
MuQ,9,48,56,0.6663104891777039,18
MuQ,9,48,60,0.5526694059371948,264
MuQ,9,48,73,0.6166006326675415,82
MuQ,9,56,0,0.33973947167396545,16
MuQ,9,56,48,0.17701150476932526,16
MuQ,9,56,56,0.0,0
MuQ,9,56,60,0.2837134599685669,16
MuQ,9,56,73,0.5186690092086792,16
MuQ,9,60,0,0.3495400846004486,262
MuQ,9,60,48,0.3990074396133423,262
MuQ,9,60,56,0.7287660837173462,16
MuQ,9,60,60,0.0,0
MuQ,9,60,73,0.6604489088058472,80
MuQ,9,73,0,0.26899418234825134,80
MuQ,9,73,48,0.25254207849502563,80
MuQ,9,73,56,0.7110118865966797,16
MuQ,9,73,60,0.48811930418014526,80
MuQ,9,73,73,0.0,0
MuQ,10,-1,-1,0.06450828909873962,1714
MuQ,10,0,0,0.1610931158065796,12
MuQ,10,0,48,0.40692779421806335,680
MuQ,10,0,56,0.7196969985961914,22
MuQ,10,0,60,0.4890157878398895,268
MuQ,10,0,73,0.5974904894828796,86
MuQ,10,48,0,0.4059186279773712,676
MuQ,10,48,48,0.1450892835855484,4
MuQ,10,48,56,0.6983024477958679,18
MuQ,10,48,60,0.5472166538238525,264
MuQ,10,48,73,0.6166448593139648,82
MuQ,10,56,0,0.3211853802204132,16
MuQ,10,56,48,0.22572900354862213,16
MuQ,10,56,56,0.0,0
MuQ,10,56,60,0.25768715143203735,16
MuQ,10,56,73,0.5115178823471069,16
MuQ,10,60,0,0.29731485247612,262
MuQ,10,60,48,0.39252424240112305,262
MuQ,10,60,56,0.706845223903656,16
MuQ,10,60,60,0.0,0
MuQ,10,60,73,0.6521652340888977,80
MuQ,10,73,0,0.2421996146440506,80
MuQ,10,73,48,0.258306086063385,80
MuQ,10,73,56,0.7101934552192688,16
MuQ,10,73,60,0.5044800639152527,80
MuQ,10,73,73,0.0,0
MuQ,11,-1,-1,0.08664830774068832,1714
MuQ,11,0,0,0.1572079211473465,12
MuQ,11,0,48,0.4011926054954529,680
